ID,Name,Pos,League,Team,Org,LgLvl,Age,Height,Bats,Throws,Cntct,Gap,Pow,Eye,Ks,BABIP,Cntct_R,Gap_R,Pow_R,Eye_R,Ks_R,BABIP_R,Cntct_L,Gap_L,Pow_L,Eye_L,Ks_L,BABIP_L,PotCntct,PotGap,PotPow,PotEye,PotKs,PotBABIP,IFR,IFE,IFA,TDP,OFR,OFE,OFA,CBlk,CArm,CFrm,P,C,1B,2B,3B,SS,LF,CF,RF,PotP,PotC,Pot1B,Pot2B,Pot3B,PotSS,PotLF,PotCF,PotRF,Speed,StlRt,Steal,Run,SacBunt,BuntHit,Stf,Mov,HRA,PBABIP,Ctrl_R,Stf_R,Mov_R,HRA_R,PBABIP_R,Ctrl_L,Stf_L,Mov_L,HRA_L,PBABIP_L,Ctrl_L,PotStf,PotMov,PotHRA,PotPBABIP,PotCtrl,Vel,GB,Stm,Hold,Fst,Snk,Cutt,Crv,Sld,Chg,Splt,Frk,CirChg,Scr,Kncrv,Knbl,PotFst,PotSnk,PotCutt,PotCrv,PotSld,PotChg,PotSplt,PotFrk,PotCirChg,PotScr,PotKncrv,PotKnbl,Int,WrkEthic,Greed,Loy,Lead,Acc,Ovr,Pot
62078,"Arturo Crespo",SS,0,0,0,0,17,194,R,R,20,25,25,25,20,20,20,25,25,25,20,20,20,25,25,25,20,20,40,45,50,45,40,40,55,35,65,65,40,45,55,20,20,20,0,0,0,0,20,30,0,0,0,0,0,0,0,50,40,0,0,0,65,45,45,35,40,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,25,30,25,89-91,54,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,N,VH,20,35
62079,"Eddie Hanks",SP,0,0,0,0,17,197,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,25,35,30,30,30,30,45,20,35,35,40,20,25,25,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,35,40,40,50,70,20,20,30,20,45,25,20,30,20,40,25,20,30,20,45,25,45,50,50,45,50,89-91,48,50,50,30,0,0,0,20,20,0,0,0,0,0,0,50,0,0,0,55,50,0,0,0,0,0,0,L,N,N,N,N,VH,20,45
62080,"Erik Sierra",SS,0,0,0,0,17,184,R,R,30,30,25,30,30,30,30,30,25,30,30,30,30,30,25,30,30,30,75,65,45,65,70,70,60,60,65,60,50,50,55,25,25,20,0,0,0,0,0,35,0,0,0,0,0,0,0,0,55,0,0,0,50,45,50,35,60,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,25,89-91,47,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,N,N,N,L,VH,25,70
62081,"Ricky Harmon",SP,0,0,0,0,17,189,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,30,30,35,25,40,35,25,40,25,40,45,45,25,25,25,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,30,20,25,70,25,20,25,20,45,20,20,25,20,45,20,20,25,20,45,20,40,45,45,45,45,87-89,51,55,70,25,0,0,0,0,20,25,0,0,0,0,0,40,0,0,0,0,45,50,0,0,0,0,0,N,N,H,L,L,VH,20,35
62082,"Joe Hamilton",SP,0,0,0,0,17,182,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,20,30,30,30,35,20,40,30,35,55,20,40,40,45,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,25,25,20,70,25,30,25,20,45,20,30,25,20,45,20,30,20,20,40,20,50,40,40,45,45,89-91,45,45,40,35,0,0,0,30,20,0,0,0,0,20,0,55,0,0,0,55,55,0,0,0,0,35,0,N,N,N,N,N,VH,20,35
62083,"Pat Ohlhauser",SP,0,0,0,0,17,181,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,35,25,30,30,30,35,25,50,30,35,35,45,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,30,30,25,25,40,25,25,25,20,45,20,25,30,20,45,20,25,25,20,40,20,45,45,45,45,45,90-92,49,65,65,35,25,0,0,25,20,0,0,0,0,0,0,55,50,0,0,45,50,0,0,0,0,0,0,N,N,N,N,L,H,20,40
62084,"Ben Waxler",CF,0,0,0,0,17,188,S,R,25,30,20,25,30,25,25,30,20,25,30,25,25,30,20,25,30,25,60,75,45,45,70,50,30,30,65,25,55,45,60,20,20,20,0,0,20,0,0,0,25,30,20,0,0,40,0,0,0,60,40,55,60,45,45,50,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,25,88-90,53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,L,N,N,N,VH,25,50
62085,"Charlie Farmer",C,0,0,0,0,17,188,S,R,25,20,25,20,25,20,25,20,25,20,25,25,20,20,25,20,20,20,45,45,55,45,45,45,25,20,45,25,35,35,50,50,55,50,0,30,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,30,25,30,30,35,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,30,30,25,84-86,55,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,20,40
62086,"Edgar Flores",SP,0,0,0,0,17,192,L,L,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,35,30,25,30,20,45,25,30,35,20,50,40,40,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,20,20,20,75,25,20,25,20,40,25,20,25,20,40,25,20,25,20,40,25,40,45,45,45,45,87-89,53,55,65,25,0,20,0,0,20,0,0,0,0,0,0,40,0,50,0,0,50,0,0,0,0,0,0,L,N,L,N,N,VH,20,40
62087,"Glen Magee",SP,0,0,0,0,16,186,L,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,25,35,20,35,25,25,35,25,30,35,35,25,25,25,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,25,20,20,20,45,25,20,30,25,45,25,20,30,25,45,25,20,30,25,45,25,40,45,50,45,50,90-92,54,55,65,30,20,0,25,0,0,0,0,0,0,0,0,45,45,0,45,0,0,0,0,0,0,0,0,N,H,N,H,N,VH,20,40
62088,"Randy Thacker",SP,0,0,0,0,16,189,R,R,20,20,20,25,20,20,20,20,20,20,20,20,20,20,20,25,20,20,30,25,25,45,30,25,30,35,55,30,45,40,55,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,30,25,20,20,40,20,20,30,30,45,25,20,30,25,45,25,20,30,30,45,25,50,50,55,50,55,91-93,56,70,35,35,0,0,25,0,20,25,0,0,0,0,0,65,0,0,50,0,50,55,0,0,0,0,0,N,N,N,N,N,VH,20,55
62089,"Ted Colicchio",SS,0,0,0,0,16,189,R,R,30,25,20,25,30,30,30,25,20,25,30,30,30,25,25,25,30,30,70,50,35,50,60,75,45,55,65,65,35,30,40,20,20,20,0,0,0,0,20,30,0,0,0,0,0,0,0,55,45,0,0,0,35,55,60,65,55,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,84-86,57,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,L,L,VH,25,55
62090,"Chris Simms",2B,0,0,0,0,17,180,R,R,25,25,25,30,30,25,25,25,25,25,30,25,25,25,30,30,30,25,55,50,55,50,60,55,45,50,35,50,40,35,35,20,20,20,0,0,0,30,0,0,0,0,0,0,0,0,45,0,0,0,0,0,45,40,35,30,45,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,35,20,25,80-83,38,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,H,H,25,55
62091,"Juan Nelson",SP,0,0,0,0,18,183,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,30,40,25,30,35,25,45,20,50,40,45,25,20,25,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,20,20,60,25,30,30,25,40,25,30,30,25,40,25,35,30,25,45,25,45,50,50,45,50,89-91,52,55,70,30,30,0,0,35,25,0,0,20,0,0,0,40,50,0,0,50,55,0,0,30,0,0,0,N,N,N,H,L,VH,25,45
62092,"Tim Mason",SP,0,0,0,0,17,183,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,20,30,30,35,25,30,40,45,20,50,40,40,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,20,25,20,30,50,25,30,30,25,45,20,30,30,25,45,20,30,30,25,45,20,55,45,45,50,45,91-93,54,60,75,40,0,0,0,0,20,0,0,0,30,0,0,70,0,0,0,0,55,0,0,0,80,0,0,N,N,L,L,N,H,25,45
62093,"Kory Mullis",SP,0,0,0,0,17,195,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,30,30,20,30,40,35,25,40,45,45,20,25,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,20,25,20,20,70,20,20,30,20,45,25,20,30,25,45,25,20,30,20,45,25,40,50,50,50,65,89-91,51,55,30,30,0,0,0,0,20,20,0,0,0,0,0,45,0,0,0,0,45,35,0,0,0,0,0,N,N,N,N,N,VH,20,45
62094,"Eric Miller",RP,0,0,0,0,17,187,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,30,30,35,25,40,30,25,55,25,40,40,45,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,20,20,20,75,30,25,30,20,45,20,25,30,20,45,20,25,30,20,45,20,35,50,50,50,50,90-92,50,30,55,35,0,0,25,0,0,0,0,0,0,0,0,40,0,0,35,0,0,0,0,0,0,0,0,H,N,H,N,N,H,20,35
62095,"Ben Cole",SP,0,0,0,0,17,183,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,25,30,30,30,25,50,30,50,40,55,25,25,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,30,35,45,45,25,30,30,25,45,25,30,30,25,45,25,30,30,25,45,25,55,55,55,50,50,89-91,52,55,65,35,0,30,0,0,20,0,0,0,0,0,0,65,0,75,0,0,65,0,0,0,0,0,0,N,N,H,L,N,H,25,65
62096,"Mike Binkley",RP,0,0,0,0,17,186,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,25,25,30,30,35,30,55,25,45,40,55,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,25,20,30,60,25,30,25,20,45,20,30,30,20,45,20,30,25,20,45,20,60,45,45,50,45,92-94,54,30,20,40,0,0,0,0,20,0,0,0,0,0,0,80,0,0,0,0,60,0,0,0,0,0,0,N,N,N,N,N,VH,25,40
62097,"Jorge Liserio",RP,0,0,0,0,17,186,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,25,20,30,20,40,35,30,60,30,45,45,55,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,30,25,20,25,40,25,35,25,20,45,20,35,25,20,45,20,35,25,20,45,20,65,45,45,45,45,92-94,52,30,45,40,0,0,0,0,25,0,0,0,0,0,0,80,0,0,0,0,60,0,0,0,0,0,0,N,N,N,N,L,VH,25,40
62098,"Prince Cubie",SP,0,0,0,0,16,188,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,25,30,35,30,40,35,25,40,20,35,35,35,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,20,65,30,25,30,25,40,25,25,30,25,40,25,25,30,25,40,25,45,50,55,40,50,88-90,53,40,55,30,30,0,30,0,20,0,0,0,0,0,0,45,50,0,50,0,55,0,0,0,0,0,0,N,N,N,N,L,VH,20,45
62099,"Chris Collier",CF,0,0,0,0,16,189,R,R,20,35,30,25,20,20,20,35,30,25,20,20,20,35,30,25,20,25,45,80,75,50,35,55,35,30,40,25,55,40,45,20,20,20,0,0,20,0,0,0,25,25,20,0,0,45,0,0,0,55,35,50,60,50,55,50,45,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,90-92,57,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,L,N,N,H,20,55
62100,"A.J. LaBriola",RF,0,0,0,0,17,196,L,L,25,25,25,25,25,30,25,25,25,30,25,30,25,25,25,25,25,30,70,50,50,55,60,70,50,40,35,20,55,50,55,20,20,20,0,0,25,0,0,0,25,20,30,0,0,70,0,0,0,60,35,50,40,20,20,40,45,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,35,20,25,80-83,58,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,25,60
62101,"Mitch Burke",1B,0,0,0,0,16,194,R,R,25,25,20,25,25,25,25,25,20,25,25,25,25,25,20,25,25,25,55,55,50,50,60,50,35,25,35,30,40,35,40,20,20,20,0,0,30,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,30,25,30,30,30,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,35,35,25,25,86-88,54,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,25,50
62102,"Jeremy Lewis",1B,0,0,0,0,17,195,L,L,20,20,20,25,25,20,25,20,20,25,25,20,20,20,20,25,25,20,45,40,40,50,45,45,35,30,35,20,40,40,35,20,20,20,0,0,30,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,25,25,30,30,55,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,30,30,25,88-90,44,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,25,35
62103,"Sean Walters",C,0,0,0,0,16,188,R,R,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,30,25,50,45,50,50,60,50,30,30,45,25,40,35,40,60,40,55,0,30,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,30,25,30,20,45,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,30,30,25,80-83,54,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,25,45
62104,"Chris Kurz",2B,0,0,0,0,17,184,R,R,30,30,25,25,30,30,30,30,25,25,30,30,30,30,25,25,30,30,65,80,50,45,60,65,55,55,60,65,55,55,50,20,20,20,0,0,0,35,25,20,25,20,0,0,0,0,60,55,50,60,40,0,60,50,50,45,35,25,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,30,30,25,25,89-91,39,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,N,VH,25,65
62105,"Jamie Rice",SP,0,0,0,0,17,192,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,30,35,25,20,30,30,50,20,30,35,45,25,25,25,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,20,50,25,20,20,20,40,20,20,25,20,45,20,20,20,20,40,20,45,45,45,45,40,88-90,47,55,55,25,25,0,0,0,20,0,0,0,0,0,0,45,45,0,0,0,50,0,0,0,0,0,0,H,N,N,N,N,VH,20,35
62106,"Kevin Wiesenfeld",LF,0,0,0,0,17,193,R,R,25,25,25,20,20,25,25,25,25,20,20,25,25,25,25,20,20,30,45,50,60,45,35,60,35,30,40,30,35,45,55,20,20,20,0,0,20,0,0,0,25,0,20,0,0,45,0,0,0,40,0,35,35,25,20,20,30,25,20,20,20,25,20,20,20,20,20,20,20,20,20,25,20,20,25,25,25,25,85-87,40,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,L,L,H,25,45
62107,"Walton Draves",SP,0,0,0,0,17,190,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,30,30,20,40,25,20,40,25,30,35,35,20,20,20,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,20,20,20,20,65,25,25,25,20,45,25,25,25,20,45,25,25,25,20,45,25,50,45,40,45,45,90-92,55,45,45,35,0,25,20,0,20,0,0,0,0,0,0,60,0,60,25,0,45,0,0,0,0,0,0,N,N,N,N,H,VH,20,35
62108,"Jimmy Morris",CF,0,0,0,0,17,196,L,L,25,30,35,40,20,30,25,30,35,40,20,30,25,30,35,40,20,30,45,80,80,80,30,65,25,25,30,20,60,45,50,20,25,25,0,0,0,0,0,0,25,30,20,0,0,0,0,0,0,65,45,55,65,50,40,55,25,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,25,84-86,37,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,L,N,VH,25,80
62109,"Danny Bartel",SP,0,0,0,0,17,186,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,30,30,30,25,25,25,45,20,45,40,45,25,25,25,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,20,20,20,40,25,20,25,20,40,20,20,20,20,40,20,20,30,20,45,20,45,45,45,45,30,88-90,50,40,60,25,25,0,20,0,0,0,0,0,0,0,0,45,50,0,50,30,0,0,0,0,0,0,0,N,H,L,H,N,VH,20,30
62110,"Bobby Rudquist",RP,0,0,0,0,17,184,R,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,25,30,30,30,30,35,40,20,35,35,40,20,20,25,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,25,25,25,30,25,25,25,20,45,25,25,25,20,40,25,30,25,20,45,30,55,50,50,45,50,91-93,45,20,75,35,0,0,0,0,25,0,0,0,0,0,0,70,0,0,0,0,70,0,0,0,0,0,0,N,N,L,N,N,VH,25,45
62111,"Josh Todd",CF,0,0,0,0,17,182,R,R,20,25,25,20,20,20,20,25,25,20,20,20,20,25,25,20,20,20,35,45,45,45,35,40,30,40,30,35,55,60,60,20,20,20,0,0,0,0,0,0,20,30,20,0,0,0,0,0,0,65,45,60,45,40,45,35,35,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,25,84-86,47,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,20,35
62112,"Jarred Morgan",SP,0,0,0,0,17,188,L,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,35,40,30,25,30,35,55,30,40,40,40,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,20,25,20,25,45,20,30,30,25,45,20,30,30,25,45,20,30,30,25,45,20,50,55,55,50,45,92-94,53,55,55,40,30,0,25,0,20,0,0,0,0,0,0,70,55,0,50,0,45,0,0,0,0,0,0,N,H,N,N,H,VH,20,50
62113,"Jeff Bousfield",SP,0,0,0,0,17,188,R,R,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,35,30,25,30,25,40,35,30,45,30,45,45,40,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,25,20,20,20,40,25,20,25,20,45,20,20,25,20,45,20,20,20,20,40,20,45,45,45,50,45,89-91,44,45,45,30,20,0,0,25,20,0,0,0,0,0,0,50,50,0,0,40,50,0,0,0,0,0,0,N,N,N,N,N,VH,20,40
62114,"Mike Barks",SP,0,0,0,0,17,191,R,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,25,20,25,30,30,30,45,20,45,45,40,25,25,25,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,20,25,35,20,25,25,20,40,20,25,25,20,40,20,25,25,20,40,20,45,45,45,40,45,89-91,52,55,65,30,25,25,25,30,20,0,0,0,0,0,0,45,45,50,50,50,45,0,0,0,0,0,0,N,N,N,N,N,VH,20,40
62115,"Daïki Lane",1B,0,0,0,0,16,188,L,L,25,25,30,25,25,25,25,25,30,25,25,25,20,20,25,20,20,25,50,50,55,50,50,50,35,45,35,35,50,40,40,20,20,20,0,0,35,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,25,25,30,25,50,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,89-91,54,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,L,L,VH,25,45
62116,"Jim Milone",2B,0,0,0,0,17,188,R,R,25,30,30,25,20,25,25,30,30,25,20,25,25,30,30,25,20,25,50,80,60,50,45,55,50,45,35,55,45,40,40,20,20,20,0,0,0,30,0,0,0,0,20,0,0,0,45,0,0,0,0,35,55,45,45,55,30,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,25,88-90,60,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,H,25,55
62117,"Tim Haws",SP,0,0,0,0,16,186,L,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,25,20,30,20,30,30,50,25,40,35,55,25,20,25,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,30,20,20,30,55,20,30,25,20,45,20,30,25,20,45,20,30,25,20,45,20,45,50,55,45,40,90-92,45,55,50,35,0,0,0,0,20,30,0,0,0,0,0,60,0,0,0,0,50,55,0,0,0,0,0,N,N,L,N,N,VH,20,45
62118,"Mauricio Miranda",RF,0,0,0,0,16,183,L,L,25,25,30,30,20,25,25,25,30,30,25,25,25,25,25,30,20,25,55,50,60,70,55,55,60,50,35,20,45,50,50,25,25,25,0,0,0,0,0,0,20,0,30,0,0,0,0,0,0,50,0,40,50,40,45,35,35,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,89-91,44,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,L,H,N,H,25,60
62119,"David de Santiago",CF,0,0,0,0,16,189,L,L,25,30,20,20,30,25,25,30,20,20,30,25,25,25,20,20,30,25,60,50,45,35,80,50,40,30,30,20,65,60,35,20,20,25,0,0,20,0,0,0,25,30,25,0,0,45,0,0,0,65,50,55,65,50,35,35,55,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,25,84-86,52,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,25,45
62120,"Ron Ivey",3B,0,0,0,0,17,187,R,R,25,25,30,35,20,30,25,25,30,35,20,30,25,25,30,35,20,30,45,55,80,80,35,65,45,45,55,50,40,35,50,30,25,25,0,0,25,20,30,20,0,0,0,0,0,65,40,40,35,0,0,0,40,35,30,35,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,85-87,55,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,N,N,N,N,VH,25,75
62121,"Chris Rieck",C,0,0,0,0,18,187,R,R,25,25,25,25,25,20,25,25,25,25,25,20,25,25,25,25,25,20,50,45,55,50,50,45,30,25,55,25,35,40,50,50,50,55,0,30,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,25,25,25,30,35,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,25,84-86,45,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,L,H,N,VH,20,45
62122,"Nate Spurbeck",RF,0,0,0,0,16,191,R,R,30,30,20,30,25,35,30,30,20,25,25,35,30,30,20,30,30,35,80,70,40,60,65,80,30,30,45,25,45,35,55,20,20,20,0,0,0,0,0,0,20,0,30,0,0,0,0,0,0,45,0,40,55,60,50,60,60,60,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,30,30,25,86-88,44,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,N,N,N,H,VH,25,75
62123,"Joe Senart",SP,0,0,0,0,17,186,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,25,45,25,35,35,20,35,30,40,45,35,25,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,20,20,20,55,20,20,30,25,40,20,20,30,25,45,20,20,25,20,40,20,40,50,50,45,50,88-90,53,65,55,25,25,20,0,25,20,0,0,0,0,0,0,40,45,40,0,40,45,0,0,0,0,0,0,N,N,N,N,N,VH,20,40
62124,"Omari Cheeseboro",3B,0,0,0,0,18,186,L,R,25,25,25,30,25,25,25,25,25,30,25,25,25,25,25,25,20,25,50,50,55,55,50,50,50,40,60,30,35,35,50,20,20,20,0,0,0,0,30,0,0,0,0,0,0,0,0,40,0,0,0,0,30,35,30,35,45,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,80-83,35,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,N,L,H,N,VH,25,45
62125,"Jesus Portillo",SP,0,0,0,0,16,189,R,R,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,45,30,20,35,30,55,30,30,50,20,40,40,45,25,25,25,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,25,35,20,40,20,20,30,25,40,25,20,30,25,45,25,20,30,25,40,25,45,50,50,45,60,89-91,51,60,25,30,0,0,0,30,20,0,25,0,0,0,0,45,0,0,0,50,45,0,50,0,0,0,0,N,N,N,N,N,VH,20,50
62126,"Ben Marchman",RP,0,0,0,0,17,187,R,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,30,35,20,40,25,25,40,20,45,40,50,25,25,25,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,35,25,20,20,70,25,20,25,20,45,20,20,25,20,40,20,25,30,20,45,25,50,50,50,50,50,90-92,48,30,60,35,0,0,0,25,0,0,0,0,0,0,0,60,0,0,0,50,0,0,0,0,0,0,0,N,N,H,N,N,VH,20,40
62127,"Amari Tolefree",SP,0,0,0,0,17,194,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,40,20,40,30,35,50,20,30,40,50,25,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,35,20,20,20,75,20,20,20,20,40,20,20,20,20,40,20,20,20,20,40,20,45,40,40,45,35,89-91,51,50,55,30,20,0,25,0,0,0,0,0,0,0,0,45,45,0,50,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,20,35
62128,"Ethan Archie",CF,0,0,0,0,17,193,R,R,30,30,20,25,35,30,30,30,20,25,35,30,30,35,20,25,35,30,80,80,40,50,80,80,30,30,40,25,60,40,50,20,20,20,0,0,0,0,0,0,30,30,20,0,0,0,0,0,0,65,45,55,60,55,40,50,50,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,30,30,25,83-85,47,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,N,VH,25,80
